fileName,IntervalName,duration,start,end
Czech_Prague_C1_conv.TextGrid,1,2.6868551784515375,637.8808796490486,640.5677348275001
Czech_Prague_C1_conv.TextGrid,1,0.5412651438841749,640.8581361174664,641.3994012613506
Czech_Prague_C1_conv.TextGrid,1,2.088533301176767,641.648884015467,643.7374173166438
Czech_Prague_C1_conv.TextGrid,2,1.1062811808544666,667.5853696084055,668.6916507892599
Czech_Prague_C1_conv.TextGrid,2,7.419041482186344,669.2324649458586,676.651506428045
Czech_Prague_C1_conv.TextGrid,3,8.067051209942974,685.92583440419,693.992885614133
Czech_Prague_C1_conv.TextGrid,4,6.859002771371138,705.1072757197962,711.9662784911674
Czech_Prague_C1_conv.TextGrid,5,6.723746634578333,734.3125710945899,741.0363177291682
Czech_Prague_C1_conv.TextGrid,6,3.2762742017663413,752.9303507982337,756.206625
Czech_Prague_C1_conv.TextGrid,6,4.437524472709583,757.2825460881791,761.7200705608886
Czech_Prague_C1_conv.TextGrid,7,0.7439436879135428,769.0278333333333,769.7717770212469
Czech_Prague_C1_conv.TextGrid,7,9.537860400053887,770.2165926766437,779.7544530766976
Czech_Prague_C1_conv.TextGrid,7,0.5120085204431462,780.5463019578938,781.0583104783369
Czech_Prague_C1_sing.TextGrid,1,7.8924633239385,1132.4186020986137,1140.3110654225522
Czech_Prague_C1_sing.TextGrid,2,7.119094804893848,1140.9810123835998,1148.1001071884937
Czech_Prague_C1_sing.TextGrid,3,5.847977505305835,1148.5427239789337,1154.3907014842396
Czech_Prague_C1_sing.TextGrid,4,2.5441873124345875,1155.2578278104163,1157.802015122851
Czech_Prague_C1_sing.TextGrid,4,3.2729120666938343,1157.948474993181,1161.2213870598748
Czech_Prague_C1_sing.TextGrid,5,2.8741612526469,1161.4884726223715,1164.3626338750184
Czech_Prague_C1_sing.TextGrid,6,1.6236607677330994,1164.9906905437813,1166.6143513115144
Czech_Prague_C1_sing.TextGrid,6,1.1246766765393659,1166.997552334878,1168.1222290114174
Czech_Prague_C1_sing.TextGrid,7,1.5172929077921253,1168.5123958333331,1170.0296887411253
Czech_Prague_C1_sing.TextGrid,7,0.9188253238605739,1170.419639421649,1171.3384647455096
Czech_Prague_C1_sing.TextGrid,1,4.7240882358735234,1171.9788074612609,1176.7028956971344
Czech_Prague_C1_sing.TextGrid,1,2.2416853365000406,1177.1286688301664,1179.3703541666664
Czech_Prague_C1_sing.TextGrid,2,5.866250000000036,1179.906208333333,1185.7724583333331
Czech_Prague_C1_sing.TextGrid,3,5.597913750663338,1186.9814360048078,1192.5793497554712
Czech_Prague_C1_sing.TextGrid,4,2.3694554940789203,1192.7714996589852,1195.1409551530642
Czech_Prague_C1_sing.TextGrid,4,2.8149237299330707,1195.5938089942472,1198.4087327241803
Czech_Prague_C1_sing.TextGrid,5,4.966587828724641,1198.7637337253086,1203.7303215540333
Czech_Prague_C1_sing.TextGrid,6,1.370525067113249,1204.1725468285233,1205.5430718956366
Czech_Prague_C1_sing.TextGrid,6,1.1423603199098125,1206.2337972447717,1207.3761575646815
Czech_Prague_C1_sing.TextGrid,7,1.438980635981352,1207.8059913688478,1209.2449720048292
Czech_Prague_C1_sing.TextGrid,7,1.4146977683510613,1209.930301584613,1211.3449993529641
Czech_Prague_C1_sing.TextGrid,1,1.7806969686596403,1211.3449993529641,1213.1256963216238
Czech_Prague_C1_sing.TextGrid,1,1.3267991119555518,1213.525454806047,1214.8522539180026
Czech_Prague_C1_sing.TextGrid,5,4.875924830454096,1234.6301710755622,1239.5060959060163
Czech_Prague_C1_sing.TextGrid,6,5.27849928132423,1240.333412651933,1245.6119119332573
Czech_Prague_C1_sing.TextGrid,7,4.839493300062259,1248.963236170715,1253.8027294707772
Czech_Prague_R3_conv.TextGrid,21,3.5451658965753268,1304.929979936758,1308.4751458333333
Czech_Prague_R3_conv.TextGrid,21,1.8167944073909439,1310.4568457498183,1312.2736401572092
