time,f0,language,location,group,gender,speaker,condition,f0_cent,dt,df0,f0stab
0.309297052154195,108.422687030142,Czech,Prague,R3,Male,24,sing,-2425.00422849992,0.00498866213151927,-11254.8935688931,-11254.8935688931
0.314285714285714,110.317882216375,Czech,Prague,R3,Male,24,sing,-2395.00422849992,0.00498866213151927,-11457.8394519366,-11457.8394519366
0.319274376417234,105.336103595484,Czech,Prague,R3,Male,24,sing,-2475.00422849992,0.00498866213151927,-11033.3033717045,-11033.3033717045
0.324263038548753,105.336103595484,Czech,Prague,R3,Male,24,sing,-2475.00422849992,0.00498866213151927,-10052.7103598684,-10052.7103598684
0.329251700680272,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151927,-8673.21199764267,-8673.21199764267
0.334240362811791,102.930223664349,Czech,Prague,R3,Male,24,sing,-2515.00422849992,0.00498866213151927,-7093.79182614059,-7093.79182614059
0.339229024943311,102.930223664349,Czech,Prague,R3,Male,24,sing,-2515.00422849992,0.00498866213151927,-5506.19067842924,-5506.19067842924
0.34421768707483,102.930223664349,Czech,Prague,R3,Male,24,sing,-2515.00422849992,0.00498866213151927,-4056.57678467531,-4056.57678467531
0.349206349206349,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151927,-2827.10158235152,-2827.10158235152
0.354195011337868,101.747969210269,Czech,Prague,R3,Male,24,sing,-2535.00422849992,0.00498866213151927,-1837.63588410756,-1837.63588410756
0.359183673469388,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151927,-1061.38928270379,-1061.38928270379
0.364172335600907,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151927,-445.865353290486,-445.865353290486
0.369160997732426,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151933,67.8604971537495,-67.8604971537495
0.374149659863946,101.747969210269,Czech,Prague,R3,Male,24,sing,-2535.00422849992,0.00498866213151927,531.314648998484,-531.314648998484
0.379138321995465,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151927,981.121860758508,-981.121860758508
0.384126984126984,102.337389199677,Czech,Prague,R3,Male,24,sing,-2525.00422849992,0.00498866213151927,1437.14761012011,-1437.14761012011
0.389115646258503,103.526492384138,Czech,Prague,R3,Male,24,sing,-2505.00422849992,0.00498866213151927,1905.2916133613,-1905.2916133613
0.394104308390023,104.126215253481,Czech,Prague,R3,Male,24,sing,-2495.00422849992,0.00498866213151927,2384.05658509703,-2384.05658509703
0.399092970521542,104.729412282063,Czech,Prague,R3,Male,24,sing,-2485.00422849992,0.00498866213151927,2873.71977065112,-2873.71977065112
0.404081632653061,105.94630943593,Czech,Prague,R3,Male,24,sing,-2465.00422849992,0.00498866213151927,3385.83189405411,-3385.83189405411
0.409070294784581,108.422687030142,Czech,Prague,R3,Male,24,sing,-2425.00422849992,0.00498866213151927,3949.23981648995,-3949.23981648995
