time,f0,language,location,group,gender,speaker,condition,f0_cent,dt,df0,f0stab
0.354195011337868,215.596436608571,Czech,Prague,C1,Female,6,conv,-1235.00422849992,0.00498866213151927,2869.9136649237,-2869.9136649237
0.359183673469388,214.354692507259,Czech,Prague,C1,Female,6,conv,-1245.00422849992,0.00498866213151927,2710.00203190806,-2710.00203190806
0.364172335600907,213.120100325697,Czech,Prague,C1,Female,6,conv,-1255.00422849992,0.00498866213151927,2398.49074038864,-2398.49074038864
0.369160997732426,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151933,1983.18473680388,-1983.18473680388
0.374149659863946,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,1525.76309476428,-1525.76309476428
0.379138321995465,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,1086.1324843375,-1086.1324843375
0.384126984126984,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,709.110626572178,-709.110626572178
0.389115646258503,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,417.432430487878,-417.432430487878
0.394104308390023,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,212.060986808696,-212.060986808696
0.399092970521542,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,77.95598275012,-77.95598275012
0.404081632653061,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,-7.97243497174102,-7.97243497174102
0.409070294784581,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,-69.7562703302013,-69.7562703302013
0.4140589569161,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,-127.810661540956,-127.810661540956
0.419047619047619,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,-197.088964722461,-197.088964722461
0.424036281179138,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,-287.074405071336,-287.074405071336
0.429024943310658,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,-402.460917939172,-402.460917939172
0.434013605442177,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,-543.751049621842,-543.751049621842
0.439002267573696,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,-707.632735485267,-707.632735485267
0.443990929705215,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,-887.458945246016,-887.458945246016
0.448979591836735,209.458824564125,Czech,Prague,C1,Female,6,conv,-1285.00422849992,0.00498866213151927,-1074.18915145105,-1074.18915145105
0.453968253968254,208.252430506961,Czech,Prague,C1,Female,6,conv,-1295.00422849992,0.00498866213151927,-1257.80892983233,-1257.80892983233
0.458956916099773,207.052984768275,Czech,Prague,C1,Female,6,conv,-1305.00422849992,0.00498866213151927,-1428.82777292146,-1428.82777292146
0.463945578231293,205.860447328698,Czech,Prague,C1,Female,6,conv,-1315.00422849992,0.00498866213151927,-1579.30254505548,-1579.30254505548
0.468934240362812,205.860447328698,Czech,Prague,C1,Female,6,conv,-1315.00422849992,0.00498866213151927,-1703.07144801223,-1703.07144801223
0.473922902494331,204.674778399355,Czech,Prague,C1,Female,6,conv,-1325.00422849992,0.00498866213151927,-1795.34213813515,-1795.34213813515
0.47891156462585,202.323888060384,Czech,Prague,C1,Female,6,conv,-1345.00422849992,0.00498866213151927,-1852.13430372399,-1852.13430372399
0.48390022675737,201.158588213571,Czech,Prague,C1,Female,6,conv,-1355.00422849992,0.00498866213151927,-1870.0974737944,-1870.0974737944
0.488888888888889,200,Czech,Prague,C1,Female,6,conv,-1365.00422849992,0.00498866213151927,-1846.922507828,-1846.922507828
0.493877551020408,198.848084763509,Czech,Prague,C1,Female,6,conv,-1375.00422849992,0.00498866213151927,-1782.1595978385,-1782.1595978385
0.498866213151927,197.702804070579,Czech,Prague,C1,Female,6,conv,-1385.00422849992,0.00498866213151933,-1677.99824506909,-1677.99824506909
0.503854875283447,196.56411970905,Czech,Prague,C1,Female,6,conv,-1395.00422849992,0.00498866213151927,-1539.57204276366,-1539.57204276366
0.508843537414966,195.431993686849,Czech,Prague,C1,Female,6,conv,-1405.00422849992,0.00498866213151927,-1374.57141596075,-1374.57141596075
0.513832199546485,195.431993686849,Czech,Prague,C1,Female,6,conv,-1405.00422849992,0.00498866213151927,-1192.23095538045,-1192.23095538045
0.518820861678005,195.431993686849,Czech,Prague,C1,Female,6,conv,-1405.00422849992,0.00498866213151927,-1001.96810194459,-1001.96810194459
0.523809523809524,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,-812.023488149481,-812.023488149481
0.528798185941043,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,-628.403899988619,-628.403899988619
0.533786848072562,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,-454.312083705694,-454.312083705694
0.538775510204082,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,-290.121409492711,-290.121409492711
0.543764172335601,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,-133.849970222281,-133.849970222281
0.54875283446712,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,17.9884921162297,-17.9884921162297
0.553741496598639,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,169.339125871776,-169.339125871776
0.558730158730159,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,323.586280786546,-323.586280786546
0.563718820861678,194.306388230721,Czech,Prague,C1,Female,6,conv,-1415.00422849992,0.00498866213151927,482.774772434897,-482.774772434897
0.568707482993197,195.431993686849,Czech,Prague,C1,Female,6,conv,-1405.00422849992,0.00498866213151927,647.21978778485,-647.21978778485
0.573696145124717,195.431993686849,Czech,Prague,C1,Female,6,conv,-1405.00422849992,0.00498866213151927,815.532056313744,-815.532056313744
0.578684807256236,196.56411970905,Czech,Prague,C1,Female,6,conv,-1395.00422849992,0.00498866213151927,984.950259790669,-984.950259790669
0.583673469387755,196.56411970905,Czech,Prague,C1,Female,6,conv,-1395.00422849992,0.00498866213151927,1151.77180354918,-1151.77180354918
0.588662131519274,197.702804070579,Czech,Prague,C1,Female,6,conv,-1385.00422849992,0.00498866213151927,1311.63716337452,-1311.63716337452
0.593650793650794,198.848084763509,Czech,Prague,C1,Female,6,conv,-1375.00422849992,0.00498866213151927,1459.46854579505,-1459.46854579505
0.598639455782313,200,Czech,Prague,C1,Female,6,conv,-1365.00422849992,0.00498866213151927,1589.0076285098,-1589.0076285098
0.603628117913832,201.158588213571,Czech,Prague,C1,Female,6,conv,-1355.00422849992,0.00498866213151927,1692.14661329746,-1692.14661329746
0.608616780045351,202.323888060384,Czech,Prague,C1,Female,6,conv,-1345.00422849992,0.00498866213151927,1758.54968664875,-1758.54968664875
0.613605442176871,202.323888060384,Czech,Prague,C1,Female,6,conv,-1345.00422849992,0.00498866213151927,1776.26302442939,-1776.26302442939
0.61859410430839,204.674778399355,Czech,Prague,C1,Female,6,conv,-1325.00422849992,0.00498866213151927,1733.89383844975,-1733.89383844975
0.623582766439909,205.860447328698,Czech,Prague,C1,Female,6,conv,-1315.00422849992,0.00498866213151927,1624.37137897212,-1624.37137897212
0.628571428571429,208.252430506961,Czech,Prague,C1,Female,6,conv,-1295.00422849992,0.00498866213151927,1449.40849408954,-1449.40849408954
0.633560090702948,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,1222.97608156569,-1222.97608156569
0.638548752834467,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,971.908495067474,-971.908495067474
0.643537414965986,209.458824564125,Czech,Prague,C1,Female,6,conv,-1285.00422849992,0.00498866213151927,732.484338997885,-732.484338997885
0.648526077097506,208.252430506961,Czech,Prague,C1,Female,6,conv,-1295.00422849992,0.00498866213151927,543.31123523354,-543.31123523354
0.653514739229025,207.052984768275,Czech,Prague,C1,Female,6,conv,-1305.00422849992,0.00498866213151927,436.459506725927,-436.459506725927
0.658503401360544,207.052984768275,Czech,Prague,C1,Female,6,conv,-1305.00422849992,0.00498866213151927,429.749258934774,-429.749258934774
0.663492063492063,205.860447328698,Czech,Prague,C1,Female,6,conv,-1315.00422849992,0.00498866213151927,522.861756125982,-522.861756125982
0.668480725623583,205.860447328698,Czech,Prague,C1,Female,6,conv,-1315.00422849992,0.00498866213151927,698.540613036074,-698.540613036074
0.673469387755102,208.252430506961,Czech,Prague,C1,Female,6,conv,-1295.00422849992,0.00498866213151927,928.165259291362,-928.165259291362
0.678458049886621,210.672207190967,Czech,Prague,C1,Female,6,conv,-1275.00422849992,0.00498866213151927,1179.32058432776,-1179.32058432776
0.683446712018141,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,1422.43129926992,-1422.43129926992
0.68843537414966,213.120100325697,Czech,Prague,C1,Female,6,conv,-1255.00422849992,0.00498866213151927,1634.33305384023,-1634.33305384023
0.693424036281179,213.120100325697,Czech,Prague,C1,Female,6,conv,-1255.00422849992,0.00498866213151927,1798.38234091513,-1798.38234091513
0.698412698412698,211.892618871859,Czech,Prague,C1,Female,6,conv,-1265.00422849992,0.00498866213151927,1902.44043744881,-1902.44043744881
0.703401360544218,215.596436608571,Czech,Prague,C1,Female,6,conv,-1235.00422849992,0.00498866213151927,1936.89489856157,-1936.89489856157
0.708390022675737,219.364995938925,Czech,Prague,C1,Female,6,conv,-1205.00422849992,0.00498866213151927,1894.44642771034,-1894.44642771034
0.713378684807256,221.913894413569,Czech,Prague,C1,Female,6,conv,-1185.00422849992,0.00498866213151927,1772.07936408951,-1772.07936408951
0.718367346938775,221.913894413569,Czech,Prague,C1,Female,6,conv,-1185.00422849992,0.00498866213151927,1574.28480849943,-1574.28480849943
0.723356009070295,221.913894413569,Czech,Prague,C1,Female,6,conv,-1185.00422849992,0.00498866213151927,1315.90614076488,-1315.90614076488
0.728344671201814,221.913894413569,Czech,Prague,C1,Female,6,conv,-1185.00422849992,0.00498866213151927,1023.06281593924,-1023.06281593924
0.733333333333333,223.199428526045,Czech,Prague,C1,Female,6,conv,-1175.00422849992,0.00498866213151927,731.153291579749,-731.153291579749
