fileName,IntervalName,duration,start,end,language,location,group,condition,IOI,speaker,gender
Czech_Prague_C1_sing.TextGrid,1,0.4119676728369086,1132.4186020986135,1132.8305697714509,Czech,Prague,C1,sing,2.4273749275368117,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.4087491753930408,1132.8305697714509,1133.2393189468437,Czech,Prague,C1,sing,2.4464881159415928,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2767907801871843,1133.2393189468437,1133.5161097270309,Czech,Prague,C1,sing,3.6128371014516225,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.4023121805048504,1133.5161097270309,1133.9184219075355,Czech,Prague,C1,sing,2.4856319257973443,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3475977239561416,1133.9184219075355,1134.266019631492,Czech,Prague,C1,sing,2.876888803006592,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.4131812955770328,1134.266019631492,1134.679200927069,Czech,Prague,C1,sing,2.4202450854011657,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3669087086204854,1134.679200927069,1135.0461096356894,Czech,Prague,C1,sing,2.7254736028475057,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3315052367361204,1135.0461096356894,1135.3776148724255,Czech,Prague,C1,sing,3.016543599267496,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3218497444038348,1135.3776148724255,1135.6994646168291,Czech,Prague,C1,sing,3.1070399072471195,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3733457035084484,1135.6994646168291,1136.0728103203378,Czech,Prague,C1,sing,2.6784826786613096,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3727006962401447,1136.0728103203378,1136.445511016578,Czech,Prague,C1,sing,2.6831181430250495,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.289664769963565,1136.445511016578,1136.7351757865415,Czech,Prague,C1,sing,3.452266563606556,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.4666821293856174,1136.7351757865415,1137.2018579159271,Czech,Prague,C1,sing,2.1427861429287867,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3467377142651457,1137.2018579159271,1137.5485956301925,Czech,Prague,C1,sing,2.884024318264131,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.260698292967163,1137.5485956301925,1137.8092939231594,Czech,Prague,C1,sing,3.8358517373412866,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.453808139609464,1137.8092939231594,1138.263102062769,Czech,Prague,C1,sing,2.203574402302645,1,Female
Czech_Prague_C1_sing.TextGrid,1,2.0479633597833526,1138.263102062769,1140.3110654225522,Czech,Prague,C1,sing,0.48828998586468203,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2873517622492727,1171.9788074612609,1172.2661592235102,Czech,Prague,C1,sing,3.4800552193325935,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.4213400047667619,1172.2661592235102,1172.687499228277,Czech,Prague,C1,sing,2.3733801411844637,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2100426021422663,1172.687499228277,1172.8975418304192,Czech,Prague,C1,sing,4.760938922869936,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.8302780198855544,1172.8975418304192,1173.7278198503047,Czech,Prague,C1,sing,1.204415841500706,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.8544902044297942,1173.7278198503047,1174.5823100547343,Czech,Prague,C1,sing,1.170288430242808,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2917027765647617,1174.5823100547343,1174.8740128312993,Czech,Prague,C1,sing,3.4281470055804815,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2605917829887403,1174.8740128312993,1175.134604614288,Czech,Prague,C1,sing,3.837419539982994,1,Female
Czech_Prague_C1_sing.TextGrid,1,1.568291082846372,1175.134604614288,1176.7028956971344,Czech,Prague,C1,sing,0.6376367314319282,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3509751502022027,1177.1286688301664,1177.4796439803686,Czech,Prague,C1,sing,2.849204564550747,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2416550214506969,1177.4796439803686,1177.7212990018193,Czech,Prague,C1,sing,4.1381304389903715,1,Female
Czech_Prague_C1_sing.TextGrid,1,1.649055164847141,1177.7212990018193,1179.3703541666664,Czech,Prague,C1,sing,0.6064078517911163,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.3232340728159215,1211.344999352964,1211.66823342578,Czech,Prague,C1,sing,3.093733254320283,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.4314743912050289,1211.66823342578,1212.099707816985,Czech,Prague,C1,sing,2.317634650824081,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2721195472231557,1212.099707816985,1212.3718273642082,Czech,Prague,C1,sing,3.674855445720462,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.7538689574155342,1212.3718273642082,1213.1256963216238,Czech,Prague,C1,sing,1.3264904863947036,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2034327928113271,1213.525454806047,1213.7288875988584,Czech,Prague,C1,sing,4.9156283319938785,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.2149169020831323,1213.7288875988584,1213.9438045009415,Czech,Prague,C1,sing,4.6529611692112915,1,Female
Czech_Prague_C1_sing.TextGrid,1,0.9084494170610924,1213.9438045009415,1214.8522539180026,Czech,Prague,C1,sing,1.100776753465351,1,Female
