fileName,IntervalName,duration,start,end
Jia_Czech_Prague_G2_conv.TextGrid,11,0.3395957931359135,1495.2937890937965,1495.6333848869324
Jia_Czech_Prague_G2_conv.TextGrid,11,0.1769237772532506,1495.789795762475,1495.9667195397283
Jia_Czech_Prague_G2_conv.TextGrid,11,0.11538507212185323,1495.9667195397283,1496.0821046118501
Jia_Czech_Prague_G2_conv.TextGrid,11,0.11025684669402835,1496.0821046118501,1496.1923614585442
Jia_Czech_Prague_G2_conv.TextGrid,11,0.1974366789636406,1496.1923614585442,1496.3897981375078
Jia_Czech_Prague_G2_conv.TextGrid,11,0.2589753840954927,1496.3897981375078,1496.6487735216033
Jia_Czech_Prague_G2_conv.TextGrid,11,0.20256490439146546,1496.6487735216033,1496.8513384259948
Jia_Czech_Prague_G2_conv.TextGrid,11,0.15421776135622167,1496.8513384259948,1497.005556187351
Jia_Czech_Prague_G2_conv.TextGrid,11,0.14871853740123697,1497.005556187351,1497.1542747247522
Jia_Czech_Prague_G2_conv.TextGrid,11,0.1948725662500692,1497.1542747247522,1497.3491472910023
Jia_Czech_Prague_G2_conv.TextGrid,11,0.23589836967107658,1497.3491472910023,1497.5850456606734
Jia_Czech_Prague_G2_conv.TextGrid,11,0.14871853740123697,1497.5850456606734,1497.7337641980746
Jia_Czech_Prague_G2_conv.TextGrid,11,0.14871853740123697,1497.7337641980746,1497.8824827354758
Jia_Czech_Prague_G2_conv.TextGrid,11,0.12820563569084698,1497.8824827354758,1498.0106883711667
Jia_Czech_Prague_G2_conv.TextGrid,11,0.15641087554263322,1498.0106883711667,1498.1670992467093
Jia_Czech_Prague_G2_conv.TextGrid,11,0.17309660811361027,1498.1670992467093,1498.340195854823
Jia_Czech_Prague_G2_conv.TextGrid,11,0.1384620865458146,1498.340195854823,1498.4786579413687
Jia_Czech_Prague_G2_conv.TextGrid,11,0.13333386111844447,1498.4786579413687,1498.6119918024872
Jia_Czech_Prague_G2_conv.TextGrid,11,0.1615391009704581,1498.6119918024872,1498.7735309034576
Jia_Czech_Prague_G2_conv.TextGrid,11,0.12051329754922335,1498.7735309034576,1498.8940442010069
Jia_Czech_Prague_G2_conv.TextGrid,11,0.10000039583883336,1498.8940442010069,1498.9940445968457
