time,f0,language,location,group,gender,speaker,condition
0.309297052154195,221.91389441356898,Czech,Prague,R3,Female,27,sing
0.3142857142857143,219.36499593892518,Czech,Prague,R3,Female,27,sing
0.31927437641723355,218.10154653305153,Czech,Prague,R3,Female,27,sing
0.3242630385487528,218.10154653305153,Czech,Prague,R3,Female,27,sing
0.3292517006802721,218.10154653305153,Czech,Prague,R3,Female,27,sing
0.33424036281179137,216.8453740602837,Czech,Prague,R3,Female,27,sing
0.33922902494331064,214.35469250725862,Czech,Prague,R3,Female,27,sing
0.3442176870748299,208.25243050696125,Czech,Prague,R3,Female,27,sing
0.3492063492063492,208.25243050696125,Czech,Prague,R3,Female,27,sing
0.35419501133786846,208.25243050696125,Czech,Prague,R3,Female,27,sing
0.35918367346938773,208.25243050696125,Czech,Prague,R3,Female,27,sing
0.364172335600907,208.25243050696125,Czech,Prague,R3,Female,27,sing
0.3691609977324263,207.05298476827548,Czech,Prague,R3,Female,27,sing
0.3741496598639456,207.05298476827548,Czech,Prague,R3,Female,27,sing
0.3791383219954649,207.05298476827548,Czech,Prague,R3,Female,27,sing
0.38412698412698415,207.05298476827548,Czech,Prague,R3,Female,27,sing
0.3891156462585034,207.05298476827548,Czech,Prague,R3,Female,27,sing
0.3941043083900227,218.10154653305153,Czech,Prague,R3,Female,27,sing
0.39909297052154197,231.07053937445463,Czech,Prague,R3,Female,27,sing
0.40408163265306124,236.47155720542963,Czech,Prague,R3,Female,27,sing
0.4090702947845805,237.8414230005442,Czech,Prague,R3,Female,27,sing
0.4140589569160998,239.21922434748075,Czech,Prague,R3,Female,27,sing
0.41904761904761906,240.60500721642333,Czech,Prague,R3,Female,27,sing
0.42403628117913833,239.21922434748075,Czech,Prague,R3,Female,27,sing
0.4290249433106576,239.21922434748075,Czech,Prague,R3,Female,27,sing
0.4340136054421769,237.8414230005442,Czech,Prague,R3,Female,27,sing
0.43900226757369615,236.47155720542963,Czech,Prague,R3,Female,27,sing
0.4439909297052154,235.10958125672175,Czech,Prague,R3,Female,27,sing
0.4489795918367347,233.75544971224912,Czech,Prague,R3,Female,27,sing
0.45396825396825397,232.40911739156792,Czech,Prague,R3,Female,27,sing
0.45895691609977324,231.07053937445463,Czech,Prague,R3,Female,27,sing
0.4639455782312925,228.41646786215435,Czech,Prague,R3,Female,27,sing
0.4689342403628118,224.49240966187455,Czech,Prague,R3,Female,27,sing
0.47392290249433106,221.91389441356898,Czech,Prague,R3,Female,27,sing
0.47891156462585033,219.36499593892518,Czech,Prague,R3,Female,27,sing
0.4839002267573696,218.10154653305153,Czech,Prague,R3,Female,27,sing
0.4888888888888889,216.8453740602837,Czech,Prague,R3,Female,27,sing
0.49387755102040815,214.35469250725862,Czech,Prague,R3,Female,27,sing
0.4988662131519274,213.12010032569688,Czech,Prague,R3,Female,27,sing
0.5038548752834467,213.12010032569688,Czech,Prague,R3,Female,27,sing
0.508843537414966,213.12010032569688,Czech,Prague,R3,Female,27,sing
0.5138321995464853,211.89261887185907,Czech,Prague,R3,Female,27,sing
0.5188208616780046,211.89261887185907,Czech,Prague,R3,Female,27,sing
0.5238095238095238,211.89261887185907,Czech,Prague,R3,Female,27,sing
0.5287981859410431,211.89261887185907,Czech,Prague,R3,Female,27,sing
0.5337868480725624,211.89261887185907,Czech,Prague,R3,Female,27,sing
0.5387755102040817,211.89261887185907,Czech,Prague,R3,Female,27,sing
0.5437641723356009,213.12010032569688,Czech,Prague,R3,Female,27,sing
0.5487528344671202,213.12010032569688,Czech,Prague,R3,Female,27,sing
0.5537414965986395,214.35469250725862,Czech,Prague,R3,Female,27,sing
0.5587301587301587,215.59643660857103,Czech,Prague,R3,Female,27,sing
0.563718820861678,215.59643660857103,Czech,Prague,R3,Female,27,sing
0.5687074829931973,215.59643660857103,Czech,Prague,R3,Female,27,sing
0.6235827664399093,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6285714285714286,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6335600907029478,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6385487528344671,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6435374149659864,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6485260770975056,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6535147392290249,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.6585034013605442,277.98364396846745,Czech,Prague,R3,Female,27,sing
0.6634920634920635,277.98364396846745,Czech,Prague,R3,Female,27,sing
0.6684807256235827,277.98364396846745,Czech,Prague,R3,Female,27,sing
0.673469387755102,276.38257599355524,Czech,Prague,R3,Female,27,sing
0.6784580498866213,276.38257599355524,Czech,Prague,R3,Female,27,sing
0.6834467120181406,276.38257599355524,Czech,Prague,R3,Female,27,sing
0.6884353741496598,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.6934240362811791,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.6984126984126984,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7034013605442176,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7083900226757369,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7133786848072562,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7183673469387755,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7233560090702947,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.728344671201814,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7333333333333333,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7383219954648526,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.7433106575963719,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.7482993197278912,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.7532879818594105,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.7582766439909298,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.763265306122449,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.7682539682539683,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.7732426303854876,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.7782312925170068,271.6344887654643,Czech,Prague,R3,Female,27,sing
0.7832199546485261,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.7882086167800454,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.7931972789115647,276.38257599355524,Czech,Prague,R3,Female,27,sing
0.7981859410430839,277.98364396846745,Czech,Prague,R3,Female,27,sing
0.8031746031746032,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.8081632653061225,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.8131519274376418,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.818140589569161,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.8231292517006803,279.5939868358039,Czech,Prague,R3,Female,27,sing
0.8281179138321996,277.98364396846745,Czech,Prague,R3,Female,27,sing
0.8331065759637188,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.8380952380952381,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.8430839002267574,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.8480725623582767,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.8530612244897959,274.79072949161787,Czech,Prague,R3,Female,27,sing
0.8580498866213152,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.8630385487528345,273.20805135087915,Czech,Prague,R3,Female,27,sing
0.8979591836734694,317.4802103936399,Czech,Prague,R3,Female,27,sing
0.9029478458049887,313.83363915870024,Czech,Prague,R3,Female,27,sing
0.9079365079365079,313.83363915870024,Czech,Prague,R3,Female,27,sing
