time,f0,language,location,group,gender,speaker,condition
0.06984126984126984,74.91535384383408,Czech,Prague,S2,Female,20,conv
0.07482993197278912,75.34933407372878,Czech,Prague,S2,Female,20,conv
0.07981859410430839,72.3634618720189,Czech,Prague,S2,Female,20,conv
0.08480725623582766,71.12030090986407,Czech,Prague,S2,Female,20,conv
0.08979591836734693,72.3634618720189,Czech,Prague,S2,Female,20,conv
0.09478458049886622,71.12030090986407,Czech,Prague,S2,Female,20,conv
0.09977324263038549,71.53229662176291,Czech,Prague,S2,Female,20,conv
0.10476190476190476,72.3634618720189,Czech,Prague,S2,Female,20,conv
0.10975056689342404,72.3634618720189,Czech,Prague,S2,Female,20,conv
0.11473922902494331,73.20428479728128,Czech,Prague,S2,Female,20,conv
0.11972789115646258,74.0548776143282,Czech,Prague,S2,Female,20,conv
0.12471655328798185,77.55723809168673,Czech,Prague,S2,Female,20,conv
0.12970521541950114,75.34933407372878,Czech,Prague,S2,Female,20,conv
0.1346938775510204,74.91535384383408,Czech,Prague,S2,Female,20,conv
0.13968253968253969,73.62835290502629,Czech,Prague,S2,Female,20,conv
0.14467120181405896,73.62835290502629,Czech,Prague,S2,Female,20,conv
0.14965986394557823,74.0548776143282,Czech,Prague,S2,Female,20,conv
0.1546485260770975,73.62835290502629,Czech,Prague,S2,Female,20,conv
0.15963718820861678,72.78265914210937,Czech,Prague,S2,Female,20,conv
0.16462585034013605,70.71067811865476,Czech,Prague,S2,Female,20,conv
0.16961451247165532,72.3634618720189,Czech,Prague,S2,Female,20,conv
0.1746031746031746,72.3634618720189,Czech,Prague,S2,Female,20,conv
0.364172335600907,220.63576443274928,Czech,Prague,S2,Female,20,conv
0.3691609977324263,219.36499593892518,Czech,Prague,S2,Female,20,conv
0.3741496598639456,219.36499593892518,Czech,Prague,S2,Female,20,conv
0.3791383219954649,218.10154653305153,Czech,Prague,S2,Female,20,conv
0.38412698412698415,218.10154653305153,Czech,Prague,S2,Female,20,conv
0.3891156462585034,218.10154653305153,Czech,Prague,S2,Female,20,conv
0.3941043083900227,216.8453740602837,Czech,Prague,S2,Female,20,conv
0.39909297052154197,215.59643660857103,Czech,Prague,S2,Female,20,conv
0.40408163265306124,215.59643660857103,Czech,Prague,S2,Female,20,conv
0.4090702947845805,213.12010032569688,Czech,Prague,S2,Female,20,conv
0.4140589569160998,211.89261887185907,Czech,Prague,S2,Female,20,conv
0.41904761904761906,211.89261887185907,Czech,Prague,S2,Female,20,conv
0.42403628117913833,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.4290249433106576,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.4340136054421769,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.43900226757369615,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.4439909297052154,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.4489795918367347,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.45396825396825397,210.67220719096719,Czech,Prague,S2,Female,20,conv
0.45895691609977324,210.67220719096719,Czech,Prague,S2,Female,20,conv
