time,f0,language,location,group,gender,speaker,condition
0.35918367346938773,237.8414230005442,Czech,Prague,C1,Female,6,sing
0.364172335600907,237.8414230005442,Czech,Prague,C1,Female,6,sing
0.3691609977324263,239.21922434748075,Czech,Prague,C1,Female,6,sing
0.3741496598639456,239.21922434748075,Czech,Prague,C1,Female,6,sing
0.3791383219954649,236.47155720542963,Czech,Prague,C1,Female,6,sing
0.38412698412698415,239.21922434748075,Czech,Prague,C1,Female,6,sing
0.3891156462585034,243.40070273411817,Czech,Prague,C1,Female,6,sing
0.3941043083900227,249.08992447176465,Czech,Prague,C1,Female,6,sing
0.39909297052154197,246.2288826689832,Czech,Prague,C1,Female,6,sing
0.40408163265306124,244.81070866093103,Czech,Prague,C1,Female,6,sing
0.4090702947845805,241.9988178438585,Czech,Prague,C1,Female,6,sing
0.4140589569160998,241.9988178438585,Czech,Prague,C1,Female,6,sing
0.41904761904761906,239.21922434748075,Czech,Prague,C1,Female,6,sing
0.42403628117913833,237.8414230005442,Czech,Prague,C1,Female,6,sing
0.4290249433106576,236.47155720542963,Czech,Prague,C1,Female,6,sing
0.4340136054421769,233.75544971224912,Czech,Prague,C1,Female,6,sing
0.43900226757369615,228.41646786215435,Czech,Prague,C1,Female,6,sing
0.4439909297052154,227.10088581417543,Czech,Prague,C1,Female,6,sing
0.4489795918367347,225.79288096122622,Czech,Prague,C1,Female,6,sing
0.45396825396825397,225.79288096122622,Czech,Prague,C1,Female,6,sing
0.45895691609977324,224.49240966187455,Czech,Prague,C1,Female,6,sing
0.4639455782312925,224.49240966187455,Czech,Prague,C1,Female,6,sing
0.4689342403628118,223.1994285260446,Czech,Prague,C1,Female,6,sing
0.47392290249433106,223.1994285260446,Czech,Prague,C1,Female,6,sing
0.47891156462585033,221.91389441356898,Czech,Prague,C1,Female,6,sing
0.4839002267573696,221.91389441356898,Czech,Prague,C1,Female,6,sing
0.4888888888888889,220.63576443274928,Czech,Prague,C1,Female,6,sing
0.49387755102040815,220.63576443274928,Czech,Prague,C1,Female,6,sing
0.4988662131519274,220.63576443274928,Czech,Prague,C1,Female,6,sing
0.5038548752834467,221.91389441356898,Czech,Prague,C1,Female,6,sing
0.508843537414966,223.1994285260446,Czech,Prague,C1,Female,6,sing
0.5138321995464853,223.1994285260446,Czech,Prague,C1,Female,6,sing
0.5188208616780046,223.1994285260446,Czech,Prague,C1,Female,6,sing
0.5238095238095238,223.1994285260446,Czech,Prague,C1,Female,6,sing
0.5287981859410431,224.49240966187455,Czech,Prague,C1,Female,6,sing
0.5337868480725624,227.10088581417543,Czech,Prague,C1,Female,6,sing
0.5387755102040817,228.41646786215435,Czech,Prague,C1,Female,6,sing
0.5437641723356009,229.73967099940702,Czech,Prague,C1,Female,6,sing
0.5487528344671202,229.73967099940702,Czech,Prague,C1,Female,6,sing
0.5537414965986395,231.07053937445463,Czech,Prague,C1,Female,6,sing
0.5587301587301587,232.40911739156792,Czech,Prague,C1,Female,6,sing
0.563718820861678,235.10958125672175,Czech,Prague,C1,Female,6,sing
0.5687074829931973,236.47155720542963,Czech,Prague,C1,Female,6,sing
0.5736961451247166,237.8414230005442,Czech,Prague,C1,Female,6,sing
0.5786848072562358,240.60500721642333,Czech,Prague,C1,Female,6,sing
0.5836734693877551,241.9988178438585,Czech,Prague,C1,Female,6,sing
0.5886621315192744,243.40070273411817,Czech,Prague,C1,Female,6,sing
0.5936507936507937,244.81070866093103,Czech,Prague,C1,Female,6,sing
0.5986394557823129,244.81070866093103,Czech,Prague,C1,Female,6,sing
0.6036281179138322,244.81070866093103,Czech,Prague,C1,Female,6,sing
0.6086167800453515,244.81070866093103,Czech,Prague,C1,Female,6,sing
0.6136054421768707,246.2288826689832,Czech,Prague,C1,Female,6,sing
0.61859410430839,246.2288826689832,Czech,Prague,C1,Female,6,sing
0.6235827664399093,246.2288826689832,Czech,Prague,C1,Female,6,sing
0.6285714285714286,247.65527207548806,Czech,Prague,C1,Female,6,sing
0.6335600907029478,247.65527207548806,Czech,Prague,C1,Female,6,sing
0.6385487528344671,247.65527207548806,Czech,Prague,C1,Female,6,sing
0.6435374149659864,247.65527207548806,Czech,Prague,C1,Female,6,sing
